Nuclear_mRNA,Cytoplasmic_mRNA,Cell_volume
0,0,0.74897811
0,1,0.836385657
0,1,0.200709391
0,0,0.963740071
1,0,1.04187229
0,1,0.686918214
0,0,0.314398533
0,2,0.907659388
0,2,1.114191204
3,0,0.654657674
0,0,0.849166955
0,2,1.153693757
0,6,1.407981484
0,2,0.626152231
2,0,0.775117541
0,0,1.132629582
0,4,0.491372584
0,0,1.196019573
0,0,0.600630829
2,4,0.987892215
3,0,0.41966292
0,1,0.641237864
0,0,1.182346123
0,0,0.855945332
0,0,1.173844482
0,0,0.875823262
2,0,0.682253167
0,0,0.447765555
0,1,0.407918617
0,0,0.546603279
4,0,0.944088687
1,0,1.265717705
0,0,0.869719425
0,3,1.322391155
0,1,0.930451913
3,2,1.264594368
0,1,0.943345178
0,2,0.706416668
5,1,1.082069995
0,0,0.822833859
0,1,0.522702531
0,6,1.08710956
0,0,1.12856716
0,0,0.61390562
0,0,0.508113369
6,2,1.024856258
0,0,0.896264446
4,6,1.523294952
0,2,0.592351495
0,4,0.897000219
0,0,0.625425948
0,2,0.946355464
2,8,0.861351664
1,0,0.563708265
0,0,0.641117022
0,3,1.071656315
0,0,0.821548385
0,1,0.611007051
0,0,0.963122965
0,3,0.827663741
1,1,0.401644062
0,3,0.394873783
0,2,1.162007489
0,0,0.521165136
1,0,0.934358185
0,0,0.431074957
1,2,0.695013044
0,0,1.163855768
0,0,1.166911752
2,0,0.91441483
0,0,0.779158577
0,4,0.841260849
3,3,1.072010956
0,0,1.078289663
0,0,0.462191342
0,0,0.656394412
0,0,1.172086439
1,0,0.639171737
0,0,0.473154171
4,1,0.785286599
0,0,0.921230144
0,2,0.847064261
0,0,0.516637374
0,1,0.66416753
0,2,0.757450534
0,1,0.673763739
0,0,0.818446755
0,0,0.496715288
1,3,0.433981759
0,1,0.809822191
0,0,0.678482396
0,0,0.833800598
0,2,1.023229694
0,0,0.384929398
2,1,0.625441866
0,1,0.517838755
0,0,0.786422031
0,1,0.929949497
2,1,0.944636906
0,0,0.318485898
1,8,0.993946825
2,2,1.073063882
0,1,0.82326734
2,0,0.609433974
0,1,0.845568639
0,0,0.917882217
1,2,0.736257145
0,0,0.330678507
0,2,0.856102776
0,0,0.4428852
0,0,0.687490692
0,0,0.764119249
0,0,0.804076683
0,1,0.847112216
3,2,0.60815362
0,1,0.687924554
0,0,0.657626861
0,0,0.734349059
0,4,0.766997884
8,3,1.041168204
0,1,0.939902708
0,0,0.953183567
0,0,0.585081504
0,2,0.92520716
2,0,1.351611786
0,0,0.978432061
0,3,0.633969954
1,0,0.604268475
0,0,0.628600293
1,1,0.707104583
3,1,0.797985388
1,0,0.511752355
0,0,0.691106851
0,0,0.582229127
0,1,0.650738624
0,0,0.58846655
3,0,0.929370871
0,0,0.479814646
0,2,0.524584166
0,4,1.494788043
1,0,0.300332664
3,1,0.605670114
0,1,0.715460078
0,0,0.588832061
0,3,0.816605456
3,2,1.287940085
0,1,0.658094618
2,2,0.671585883
0,0,0.896916659
1,6,1.026200523
0,2,0.87903463
0,1,1.06805552
0,0,1.751368186
0,0,0.965658686
3,2,0.736513145
0,2,0.525774692
0,0,0.561675529
1,1,0.467185842
0,0,0.561872704
4,1,1.024593407
0,2,0.852247196
0,0,0.577848853
0,2,1.625230413
0,0,0.469510786
0,2,1.11139081
1,0,0.438618408
0,2,0.396281322
0,2,0.853013718
0,0,0.61613564
1,0,0.761261538
4,0,0.786085382
0,0,0.602290844
3,0,0.846276059
1,1,0.602475072
0,0,0.435768093
0,0,1.207165364
0,1,0.807342853
1,3,0.77492188
0,0,0.343369498
0,0,0.473033981
2,3,1.445490244
0,2,0.941786402
0,0,0.820233322
0,0,0.348788393
0,0,0.670908866
0,4,0.622227855
0,0,0.402703104
0,0,1.246122731
3,0,0.936052609
0,3,0.888289108
4,0,1.041278481
0,0,0.767774162
0,2,0.622553318
0,0,0.576351332
0,1,0.812659549
0,0,1.006951735
0,0,1.097222966
0,4,0.641323631
1,1,0.662930274
0,0,0.552107319
1,0,0.805488608
3,0,1.238468762
0,0,0.865442618
3,1,0.720109283
3,1,0.583773576
0,2,0.829111991
0,0,0.65280792
0,9,1.160532097
2,0,0.519130451
2,0,0.496967897
0,0,0.684349184
0,2,0.863351776
0,0,0.914202332
0,0,0.519493609
11,3,1.168120287
0,0,0.654126855
0,0,0.686163346
0,1,1.09796529
0,1,0.798570775
2,1,0.698213518
0,1,0.446401046
3,1,0.615765941
0,0,0.647899355
0,1,0.60711053
0,0,1.148847864
4,0,1.269078242
0,0,1.113261173
0,1,0.655367106
0,0,0.344788949
0,3,0.640870048
0,0,1.275801634
2,0,0.469841545
0,2,0.763460614
0,1,0.931967528
4,0,0.404569233
0,0,0.3557701
0,0,0.746264422
2,1,1.114402752
0,0,0.60000562
0,3,1.315115061
1,1,0.769514312
0,2,1.182864124
1,3,0.891928791
0,2,0.758113846
7,2,0.790505526
3,1,0.718590762
0,2,0.731213196
0,1,0.815729023
0,0,0.72934554
0,1,0.864581015
0,2,0.794234433
0,3,1.124959226
1,0,0.562976294
2,0,0.479823994
0,1,0.532386998
2,1,0.852190264
0,0,0.789798408
0,2,0.715533734
0,3,1.034120268
0,0,1.017346615
0,0,0.572073441
0,0,0.782648578
2,2,1.301904938
0,2,1.212004485
0,0,1.03950674
8,3,0.682744886
4,1,0.929719195
0,0,0.636530369
0,0,0.78073875
0,3,1.387206117
0,2,1.241299133
0,0,1.051088447
0,0,0.475629084
2,1,0.767617855
0,3,0.676176734
0,1,0.804369144
0,1,0.960146978
0,0,0.971743574
0,0,1.071748179
1,0,0.947804484
0,0,1.418934337
0,0,0.85018809
1,0,0.447787613
0,0,0.642394631
0,4,1.08151813
0,0,0.807530614
1,2,0.867361514
0,0,0.534041992
0,2,1.279317351
0,2,1.277265506
0,1,0.934361168
4,0,0.682057414
1,0,1.129372693
1,1,0.506152121
2,0,1.431138446
1,0,0.45393379
0,3,0.97289783
0,1,0.551889176
0,0,0.459805656
1,0,0.8095707
0,2,0.830511158
0,2,1.408873283
0,0,0.689332987
6,5,0.804228225
0,6,1.240845596
0,0,0.682321868
0,2,1.305048459
0,0,0.717468964
0,0,0.498946682
0,0,1.056487188
0,0,0.696047422
0,0,0.647185038
0,0,0.629485139
0,1,0.628180418
1,2,0.821060944
0,0,0.725518799
0,1,0.883516171
0,0,0.896562714
0,3,0.901306973
0,3,0.513686751
1,5,0.925897442
0,0,0.83996235
0,0,0.91414713
0,2,0.202836643
0,2,0.737830357
0,2,0.740231973
1,1,0.617922654
1,1,0.854102845
0,4,0.444312992
0,3,0.884033125
0,1,0.623533002
2,0,0.505766663
0,3,0.824308726
0,0,0.756381006
2,1,1.044349818
1,1,0.758922835
0,0,0.520599175
0,1,0.866597111
0,0,1.115369842
4,2,0.917966884
4,2,0.653049972
1,1,0.439358163
0,2,1.63910411
0,1,0.581632774
1,0,0.63541211
0,2,0.697637906
0,2,0.865519783
1,0,0.818329894
0,3,1.386973347
0,0,0.744647377
1,1,0.905332276
6,0,0.985371237
0,0,0.597403643
0,1,1.088858913
0,3,0.408106237
1,1,1.434026734
1,0,0.569968119
0,0,0.579886545
0,4,1.136055746
0,1,0.647772933
0,1,1.046942955
5,5,1.153171283
0,2,0.741308249
0,0,1.11908851
0,1,0.771111385
0,1,0.655825506
0,0,0.942739919
6,2,1.04309482
0,0,0.940298061
0,0,0.427954872
0,1,0.868582459
0,0,0.690461108
0,3,0.767830478
1,0,0.64947949
0,4,0.735992421
0,0,0.545939026
0,0,0.981800097
0,0,0.846061679
0,2,1.556051011
0,0,0.566416368
1,1,0.596485748
0,0,0.833985197
0,0,1.264748008
1,1,0.986902113
0,0,0.573265282
1,0,0.424734468
1,0,0.780306362
0,1,1.139696033
0,3,0.753809776
0,1,1.228857251
0,0,0.335682574
0,2,0.932911071
0,2,1.405733754
0,0,1.478021303
0,3,0.696308647
0,0,0.800000744
3,1,0.878602218
0,0,0.697523466
0,0,0.789956152
0,1,1.06119271
0,0,0.559444391
0,1,0.392234815
0,2,1.001321939
0,0,1.012758664
0,0,1.182854539
0,1,0.726074924
0,0,1.210038114
4,2,1.002501606
3,6,1.750973908
1,1,0.690911467
0,1,0.779444124
0,0,0.517372998
2,0,0.743203479
0,0,1.262407245
0,0,0.608599206
2,1,1.134847976
1,1,0.438284088
0,0,0.793504545
0,2,0.760688592
2,0,0.711430291
1,0,0.763422444
2,0,0.8454554
0,0,0.604240837
0,0,1.262676659
0,2,1.419391974
0,1,0.733966782
2,0,0.859394695
0,2,1.085119146
1,0,0.638572735
0,6,0.652937916
0,1,1.076307015
0,0,0.602482514
1,1,0.627387715
2,0,1.105131563
3,3,0.398581135
0,2,0.690771267
0,1,0.580002021
0,1,0.688247443
0,1,1.023852941
0,2,1.156563188
1,0,1.870028537
0,0,0.898405411
0,0,0.670518712
2,0,0.552895766
2,0,0.649547337
3,2,0.701752925
0,0,0.680284549
0,2,1.023765695
1,0,0.669516359
0,0,0.478349938
0,1,1.237159525
0,0,1.096914494
1,0,0.918797912
0,1,0.70205447
0,2,0.649673624
0,1,0.547992988
1,0,1.274346228
0,1,0.79763696
2,1,0.813610562
0,1,1.138527364
0,0,0.569167198
0,1,0.600219817
0,0,0.35755324
0,0,1.039048158
1,1,0.501170996
2,0,1.059671744
0,9,1.426889284
2,5,1.121392702
0,5,1.290883073
0,1,0.64707691
4,3,0.619214531
0,1,0.45775232
0,1,1.359260354
0,0,0.436204547
4,1,1.237924093
6,0,0.977749216
0,3,0.982053094
0,0,1.073149819
0,0,0.440005808
4,6,1.340505116
0,4,0.367650405
2,0,0.662853397
0,1,0.924008409
0,0,0.948922681
0,0,0.845391198
0,0,0.491236206
0,0,0.490887284
0,0,1.303900608
0,0,0.510992476
1,0,0.664011706
0,0,0.565091694
0,0,0.473245095
0,2,0.781523712
0,1,0.814241722
2,1,0.98348783
0,2,1.317552326
1,0,0.500581059
0,0,0.397145747
0,0,0.178921343
0,6,1.475106963
0,2,0.530757997
0,0,0.873884007
0,0,0.559411433
0,0,0.952800571
0,2,0.671673478
1,2,1.320983867
0,0,0.467293323
0,4,0.775311018
0,1,1.60691863
0,0,0.416126813
0,2,0.932593331
0,3,0.760766466
7,2,1.413246179
0,0,0.489018263
1,1,0.806979161
0,1,0.831143321
0,1,0.56143168
0,0,0.629117248
7,0,2.089448176
0,0,0.967194357
0,0,0.655676595
0,0,0.654919155
0,2,0.835359354
0,10,1.503732884
0,0,1.688309413
0,0,0.521901606
2,1,0.753713841
1,0,0.627950175
1,3,1.298018045
1,0,0.771654158
1,1,0.748293207
0,5,0.758345334
0,0,0.533289452
0,3,0.636165769
0,1,1.172147761
0,0,0.632484912
0,0,0.844329511
0,0,0.587144231
0,1,0.718438192
1,1,0.395234513
0,0,0.783174506
0,1,0.863173381
0,1,1.397746367
0,0,1.104327118
1,3,0.92219963
0,0,1.190092024
0,0,0.526177451
0,0,1.541315732
0,0,0.285488466
0,3,0.89409813
0,1,0.843626801
0,1,0.251207783
0,2,1.236155258
0,0,0.885473599
0,0,0.964621095
2,0,1.094262118
0,1,1.059981631
0,9,1.459424479
0,0,1.112590543
0,1,1.051786542
0,2,0.724102271
0,1,0.970389952
0,0,0.354938246
1,1,0.842202347
0,5,0.93612931
0,0,0.633949784
0,0,0.75961428
1,2,1.539799188
1,1,0.593677275
0,0,0.67443667
0,1,0.519037357
1,1,0.6488704
0,0,0.386178685
0,0,0.834210465
0,3,0.809909191
0,2,1.146729711
4,0,0.620072157
0,0,0.542808489
0,0,0.801973675
0,1,0.701757504
6,2,1.025374553
0,0,0.568952307
0,2,0.928654865
0,1,1.080498932
3,2,1.281487404
0,1,0.503952099
3,1,0.99380483
0,0,1.018009752
0,2,1.114880039
0,1,1.559716765
0,0,0.717535371
2,0,0.879206395
0,0,0.260246255
0,0,0.604346577
0,2,1.206601281
0,0,0.706077768
0,0,0.404144716
0,1,0.510308421
0,1,0.711782477
0,0,0.912633954
4,1,0.909894506
1,6,1.070210032
0,0,0.830624283
0,4,0.617049335
1,0,1.151187286
1,4,0.867779381
0,3,1.346827032
0,1,0.554597237
1,1,0.579015361
1,1,1.247038262
0,1,0.849577266
0,1,0.580851838
0,0,0.449946775
0,0,0.373854784
0,0,0.517422836
0,1,0.608454217
0,1,1.444131426
0,0,1.14311552
0,0,0.475112869
0,3,0.891607242
0,2,1.56392754
2,2,0.843698187
3,1,0.810011961
0,0,0.790220967
0,1,1.837003404
0,1,0.536524385
1,3,1.281923117
2,2,0.823624363
0,2,1.107462561
6,0,1.20839984
0,3,0.675665359
0,6,0.680645015
2,5,1.226394826
0,4,0.646758033
2,2,1.404214251
0,2,0.937593967
0,0,0.825353149
3,13,1.252120703
0,0,0.773617142
0,3,0.803794158
0,0,0.761396524
0,4,1.350282552
0,1,0.391854295
1,2,0.484916743
0,2,0.625421892
1,1,1.482467589
4,4,1.075157504
0,0,0.232589122
0,3,1.191648056
0,1,0.682935358
1,0,1.034456818
0,0,0.759593274
0,4,0.886137103
0,1,0.643505825
0,0,0.591394683
0,2,0.594443348
0,4,0.760386832
0,0,0.634024436
0,0,0.445035208
0,1,0.331651268
2,2,1.11564217
0,2,0.754982526
0,0,0.692656494
5,1,0.965883287
0,5,1.281384937
0,2,0.48161596
0,0,1.170446697
0,1,0.650776075
0,2,0.475099903
0,0,1.113010995
0,1,0.793399781
5,1,0.92616832
0,3,1.002037794
0,1,0.539233584
0,3,0.764139424
8,3,1.25842182
0,0,0.254641893
0,0,1.191905052
4,0,0.770549308
0,4,0.728086627
0,0,0.688030933
0,0,1.317070555
2,5,1.105100312
0,0,0.785406985
1,2,1.017155219
0,1,0.716708545
0,1,0.991971796
0,3,1.146683531
3,2,0.569562624
0,2,0.437522324
0,1,0.59722927
0,1,1.135621191
0,2,0.854276063
0,0,0.665409612
0,2,1.171772932
0,0,0.564278769
0,0,0.949454634
0,0,0.569473942
0,1,1.130100407
0,0,0.961985735
0,1,1.332336681
0,1,0.640917706
2,1,1.092769506
0,4,0.630959208
0,1,0.868666561
0,2,0.764878409
1,3,0.530729659
0,1,1.15453262
0,4,0.718955102
0,2,0.608996895
2,6,1.131166723
0,1,0.607608386
0,0,0.916921371
0,0,0.76633648
2,0,1.264198513
0,0,0.705877903
0,0,0.931341337
1,0,1.228179502
1,1,1.329862286
0,0,0.367947343
0,0,0.584231547
0,1,0.569579863
0,0,0.731936108
0,1,0.853778643
0,1,1.293064081
0,1,0.529900532
0,3,0.760247354
0,1,0.955188927
2,2,1.301986652
2,0,0.808110584
0,5,0.990957722
0,1,0.747381375
0,1,1.119254926
0,1,0.970977045
1,0,1.047998545
1,3,0.818767087
2,0,1.327856452
0,0,1.236826068
0,0,1.31555668
2,0,0.987002395
0,2,0.671714836
0,0,1.003647221
0,0,1.157012375
0,0,0.885108005
2,1,0.468854914
0,2,0.534731474
0,0,0.607587648
0,0,0.743985044
2,0,0.522993787
0,4,1.04168816
0,0,0.602230241
1,1,0.968413442
0,0,0.227733027
0,5,0.709383218
2,0,0.943168593
1,1,0.977660054
2,1,0.701698091
0,0,0.892312484
0,0,0.531357397
0,0,0.4612187
0,0,0.603050487
0,1,0.955874322
0,4,0.838252306
0,1,1.089338241
4,0,1.001179962
0,1,1.13081084
0,3,1.607126573
2,2,1.143757771
0,1,1.0128124
0,0,0.642943545
0,4,1.047143048
0,0,0.733011864
0,0,0.850831312
2,1,0.646237887
1,2,0.813901723
0,0,0.49020774
0,4,0.355427605
0,4,0.493307102
0,2,0.553117971
0,0,0.608216354
0,2,0.759063519
0,0,0.764768249
0,0,0.488397922
0,0,0.885691692
1,1,1.152719548
2,0,0.996129689
2,7,0.973804728
0,0,1.100695454
6,0,0.666813613
0,3,0.63561508
0,0,0.464001947
0,0,1.41809564
0,2,1.27579206
0,0,0.573319341
0,1,1.042306959
0,2,0.731972186
0,2,0.265871344
0,1,0.753258835
0,2,0.603394898
0,0,0.702063618
0,0,0.567697222
4,1,1.118116488
4,0,0.882880553
1,0,0.806300319
6,1,0.940068809
0,0,0.739046654
0,0,0.636765784
1,0,1.321294891
0,1,0.817566038
3,3,0.661006463
3,0,0.800156091
3,0,0.563135104
0,0,0.904916073
0,0,0.52176394
8,0,0.499035334
1,0,0.99188869
0,0,0.764888013
0,0,0.569830276
0,1,0.568592159
0,0,1.068398498
0,1,0.408210711
0,0,0.915224491
5,2,0.745826678
0,0,0.878722784
2,1,0.743974536
5,4,0.487321182
0,0,0.989902664
0,0,0.906632321
1,3,0.668301896
1,1,0.617035803
3,0,1.001863994
0,1,0.97501016
0,7,1.045581729
1,1,0.487259956
0,0,0.841726702
1,0,1.196846927
3,0,0.926083305
0,0,0.689569952
0,1,0.84207218
0,0,0.951438506
0,0,1.262589767
0,0,1.21019145
19,0,1.126787779
0,0,0.685047841
1,1,0.763014362
3,0,0.705718702
0,1,0.746021556
1,0,0.849249488
1,1,0.548335652
0,2,0.931445497
0,0,1.04460283
0,0,0.718254127
0,1,0.391420704
0,0,0.984772633
0,0,0.270785593
0,0,1.083546019
2,3,0.811497941
3,8,1.366610559
0,1,0.686862287
0,0,0.764732884
1,1,0.838399326
0,0,0.313428993
0,0,0.437393176
1,1,0.622329242
0,0,0.919807414
4,0,1.027484666
0,5,1.18531682
0,0,0.671633265
1,0,1.31703139
3,0,0.719083011
0,0,0.395170629
1,1,0.713555959
0,2,0.590344438
0,0,0.375391881
0,0,0.419672545
0,0,0.830917219
3,1,0.574743989
0,4,1.256063736
0,2,0.735482474
0,0,0.510733351
0,1,0.40947924
0,1,1.157200548
0,0,0.721549453
0,2,0.777500618
0,2,0.853915151
0,2,0.769722522
0,0,0.717508552
0,0,1.344885347
1,0,1.149577635
0,1,1.374888683
0,0,1.355263264
0,0,0.397328053
0,0,0.418914644
0,0,0.46110361
0,0,1.142064072
0,1,1.774844011
2,3,0.922025909
7,0,1.304325433
1,0,0.412924854
0,0,0.975722028
0,4,0.886795125
2,0,1.01217224
0,2,1.154168906
2,0,1.003470239
0,1,0.740499478
0,0,0.484905427
0,1,0.246437882
0,0,1.010685037
1,0,0.449841504
0,1,0.764410274
0,1,0.840522499
0,0,0.67903969
0,4,0.816378622
0,1,1.256247599
0,0,0.400157876
0,4,0.763366625
1,0,0.699477384
1,1,0.923530678
0,0,0.789166019
0,0,0.400663589
2,1,0.643962637
0,8,0.906578478
8,1,1.285694139
0,0,0.753488405
2,0,0.764310436
0,8,1.277267563
4,2,0.715455047
2,2,0.775194238
1,0,0.408190851
1,0,1.148308134
0,1,1.008885284
4,0,1.142612895
0,0,0.665899645
0,3,0.483076869
0,2,0.764008589
0,0,0.601237864
3,3,1.544562019
1,2,1.61814732
0,1,0.640187142
0,0,0.712792556
0,6,1.043129511
0,1,0.658155494
0,0,0.448371929
0,0,0.698145591
0,1,0.511156451
0,1,0.55319414
0,0,0.380018724
0,1,0.877677184
0,1,0.563683315
0,1,0.318190693
0,3,0.730660021
1,0,1.478936821
0,0,0.435204822
0,0,0.841524753
0,1,0.571359747
1,0,0.719514824
0,0,0.983634903
9,2,0.599411097
0,0,0.782349141
0,2,0.764787574
1,1,1.182516541
0,1,0.965207775
1,1,1.249936754
1,1,1.051143067
0,1,0.901392415
0,1,0.583333481
2,0,0.863446282
0,0,0.655468953
0,0,0.517569273
0,0,1.097057508
0,7,1.207489512
0,2,0.956632796
0,1,1.157878179
0,1,1.259603349
0,2,0.996274861
0,0,0.662144909
0,0,0.371288892
1,1,0.576048372
0,2,0.866332989
0,5,0.371072573
0,0,0.310782494
0,3,0.682047813
0,0,0.953846886
0,3,0.688141477
0,1,1.15194357
0,0,0.680948945
3,0,0.71913804
2,0,0.533927416
5,3,1.329787283
0,0,0.461257256
0,0,0.784870395
0,1,0.77466507
1,0,0.38150948
5,4,0.819991992
0,4,0.806369189
1,2,0.551109449
0,2,1.247429134
6,3,0.821281479
9,5,1.082458666
0,2,0.730966317
0,0,0.289129961
0,3,0.976671937
0,0,0.886658706
0,1,0.516598356
1,1,1.53022362
3,0,0.740791199
6,0,0.595149718
0,13,1.332383512
0,0,0.632011711
5,0,1.51131033
0,0,0.858203418
2,1,0.701577223
0,2,1.319403217
2,0,0.620025521
0,1,0.806809051
1,0,1.076196844
0,1,0.59009445
1,1,0.956790738
3,0,0.481930291
0,0,0.529916866
0,1,0.916151917
1,0,0.721869388
0,0,0.717101045
0,1,0.706167736
0,1,0.716242754
0,3,1.176179724
3,0,0.775079873
0,0,0.325185785
0,1,1.306949886
0,4,1.08181597
1,1,0.589236074
0,3,0.696994617
0,0,0.454372803
1,1,0.597323101
0,1,0.907114077
0,0,0.857549113
0,2,0.607020742
0,1,1.244926776
0,0,0.946824403
0,1,1.235437184
4,4,0.77719255
3,2,0.480246795
0,1,0.818670611
0,0,0.987901717
6,0,0.761776214
0,1,1.192863309
0,0,0.442116928
0,2,0.868217166
2,0,0.953383554
0,2,0.534808514
0,1,0.348743602
0,1,0.834734616
0,0,0.682396742
0,0,0.830566026
2,1,0.812042425
2,0,0.854688635
0,1,1.596540347
1,1,0.457613626
0,0,0.394501549
1,2,0.961240823
0,1,0.963703483
0,1,0.614365544
5,0,0.620720572
0,0,0.454765242
0,1,0.774622201
0,4,1.088215076
1,2,1.135518956
0,1,0.912782995
0,5,0.742176076
0,0,0.555699668
0,0,0.699316257
1,2,0.950271225
0,0,0.823273967
0,0,1.064526234
3,0,1.115287239
0,0,0.369928505
0,0,1.526937483
0,0,0.403660156
0,2,0.67844911
0,0,0.569615691
0,1,0.368758531
4,0,1.339029001
0,0,0.91514103
0,1,0.468011929
0,0,0.646909251
0,2,0.74857439
1,4,1.241089495
0,0,0.728008004
2,3,0.692871135
0,0,0.69557612
0,2,1.203279412
4,3,1.461973433
0,1,0.655512048
2,1,0.627688672
0,1,0.637640791
0,2,1.183965902
1,2,0.925780187
1,1,0.681090891
3,0,0.588205603
10,4,1.214484686
0,1,0.811347751
0,0,1.095628106
0,3,0.917759743
0,2,0.819453929
1,0,0.783715161
10,0,1.1990517
0,5,1.033382537
1,0,0.691119581
0,1,0.804453234
0,0,0.588656938
2,2,0.668613952
0,0,0.466709548
0,2,1.144001378
0,0,0.521391922
0,1,1.049529072
2,0,0.740796095
0,0,0.663548321
0,1,0.852007867
0,0,1.006359923
0,2,0.772744864
0,0,0.892363135
2,2,0.617015516
0,2,0.687551335
0,1,0.61802368
1,0,0.733417745
0,0,1.068867563
0,0,0.575870441
0,1,0.563490614
1,0,1.139349173
0,0,0.515345736
0,0,1.337927762
3,0,0.585957053
0,1,0.513295623
0,0,0.323401352
0,0,0.832176767
0,0,0.73820638
4,0,0.736535602
0,0,0.508631868
1,2,0.665442381
1,2,0.961527367
0,6,1.268070899
0,0,0.581424295
0,1,0.801577573
1,2,0.445349643
0,1,0.802372789
1,0,1.203031519
1,1,0.611040607
0,0,0.291656871
3,0,0.605775385
2,0,1.645508339
0,0,1.283648371
0,3,0.643095653
2,0,0.558889575
2,2,0.963512723
0,2,1.231810417
2,3,0.952974488
0,2,0.694067335
0,0,0.800818886
0,2,1.165932886
0,0,0.683321151
3,2,0.722006273
3,0,0.989542342
0,0,0.656620498
1,2,0.872666004
1,2,1.318704798
0,0,0.83237528
0,2,0.558350739
2,1,0.989802005
1,1,0.910265965
1,4,0.470172339
0,0,2.078746622
0,0,0.729499974
1,0,1.440717461
0,1,1.177016321
0,0,1.120960323
0,0,0.815636956
0,0,0.867627632
0,0,0.614379593
0,0,0.650306383
0,0,0.547913158
0,0,0.65296092
0,2,0.787948785
2,0,0.606958153
0,3,0.972926895
0,0,0.588625201
1,4,0.494809288
1,0,0.723218965
2,0,0.507360999
0,0,0.48736932
3,0,1.447264578
0,0,0.968054659
1,0,0.705562123
0,0,1.0461239
0,1,0.672187205
0,0,0.648136779
0,4,0.90539848
1,1,0.453435821
0,2,0.813594803
0,0,0.57549745
0,0,1.32674966
0,0,0.688477102
1,2,0.592122287
2,1,0.870232999
3,0,0.610872482
0,1,0.347516165
0,1,0.479767744
0,1,0.628625936
0,0,0.865982478
0,2,1.573776322
0,0,1.075825995
0,2,0.645120307
0,0,0.454742704
0,0,0.951562349
0,1,0.733160234
4,0,1.117803971
0,3,1.942195874
0,1,0.994823481
0,0,0.638327073
0,0,0.359412439
0,0,0.673329552
0,5,1.491994288
0,1,0.884368992
0,0,0.389017057
0,1,1.481502512
4,0,1.173366719
1,1,1.188692656
0,3,0.930420131
3,0,0.666058962
0,5,1.064437523
0,5,0.901960549
2,0,0.566470634
0,2,0.897946198
0,0,1.008504178
0,0,0.567019865
0,4,0.808035658
0,1,0.709661943
3,3,0.69572571
0,3,0.765359359
0,0,0.493988764
0,0,1.009399433
2,0,0.874308034
4,3,0.955205384
0,2,0.440448068
2,4,1.198544399
0,0,0.607359421
3,0,0.374476802
0,1,0.451249263
0,0,0.715206682
0,0,0.803957281
0,6,1.15700723
0,0,0.828056371
0,9,1.280863563
1,0,0.468547446
0,1,0.764239909
0,3,0.602185083
0,1,0.499695155
1,0,0.404023225
0,0,0.618590732
0,2,0.875371767
3,1,1.065675349
0,1,0.565589285
3,0,1.005787164
0,2,0.78031757
0,0,0.561200042
0,1,0.538812102
0,0,1.170594407
0,1,0.549591593
0,0,0.40965129
0,1,0.521754802
0,1,0.918990253
1,1,1.154412346
0,2,1.226019395
1,0,0.587508537
2,4,0.709367819
0,0,0.505239095
0,0,0.884333669
0,0,0.461439328
0,2,0.476149912
0,2,0.985382152
2,5,1.214126024
0,0,0.726371997
0,4,1.356975802
